3,1,-0.167561994784124
5,1,-0.494038716469923
10,1,-0.408592819679378
28,1,-0.225689458354883
30,1,-0.24258480558782
31,1,-0.504485083931131
32,1,-0.250194448574676
34,1,-0.424394812656466
37,1,-0.450131062190122
42,1,-0.272550901747594
44,1,-0.238421655405449
51,1,-0.201805606068264
53,1,-0.367856801858328
59,1,-0.450728504930273
61,1,-0.253166560659165
66,1,-0.398796262274643
67,1,-0.081220530318901
68,1,-0.235874304115221
74,1,-0.153697673049971
84,1,-0.247019381851754
85,1,-0.332014884614042
86,1,-0.277905458780374
87,1,-0.210239821815836
93,1,-0.351224502482618
95,1,-0.329412734128344
106,1,-0.355375312918778
112,1,-0.301804335134825
120,1,-0.339267001041044
122,1,-0.434924743232707
135,1,-0.4877665837048
136,1,-0.249392204185691
137,1,-0.35197085468878
142,1,-0.439664768667303
143,1,-0.415605115464771
145,1,-0.226807929982101
151,1,-0.469665562396847
152,1,-0.43965832498246
155,1,-0.246719107692147
159,1,-0.398295990681562
166,1,-0.327844170884789
177,1,-0.280827480868257
182,1,-0.363956113680443
185,1,-0.43611752739228
188,1,0.0189800232590721
192,1,-0.235663297329036
198,1,-0.430384879989193
203,1,-0.217572158188135
204,1,-0.399398540727161
211,1,-0.370572595388366
212,1,-0.364841002047576
213,1,-0.339140336997406
214,1,-0.157005586695541
221,1,-0.378743494572657
222,1,-0.360195829639263
227,1,-0.153183267183722
228,1,-0.180705973726567
230,1,-0.425914601675851
231,1,-0.26501780217092
241,1,-0.277951120240506
243,1,-0.313152032845211
244,1,-0.15787619572172
245,1,-0.326635450751037
258,1,-0.32983985300808
266,1,-0.289371392206295
268,1,-0.349021390251783
272,1,-0.176776167101516
279,1,-0.224823280936745
283,1,-0.275281091195188
284,1,-0.41874226587633
285,1,-0.0352534497272524
293,1,-0.410490020004506
294,1,-0.308111216670621
299,1,-0.387144809091995
304,1,-0.387692644941734
306,1,-0.118724351657021
311,1,-0.284301934666697
318,1,-0.289535719506828
322,1,-0.327330221977351
326,1,-0.48971643610524
328,1,-0.387620526327567
331,1,-0.276200847526378
333,1,-0.405004686521711
337,1,-0.235084656431926
343,1,-0.330875223470556
344,1,-0.288168887024795
349,1,-0.330199305128132
358,1,-0.236951090383149
373,1,-0.406545793665541
374,1,-0.435178277122037
375,1,-0.321005134612879
377,1,-0.417210380488837
382,1,-0.529680548817419
386,1,-0.43547609737309
392,1,-0.378976641405849
396,1,-0.355782001377322
397,1,-0.331701926281291
403,1,-0.330842127127544
406,1,-0.420137980392647
407,1,-0.0821256324621501
414,1,-0.421453631904744
417,1,-0.349101000158489
419,1,-0.143108186378866
421,1,-0.0912836876714568
427,1,-0.289462329878767
430,1,-0.336645167150993
439,1,-0.376369112565368
440,1,-0.457162957259884
443,1,-0.315872115733532
448,1,-0.215009165634074
453,1,-0.225535740936241
454,1,-0.351694299492048
467,1,-0.0495095085238196
468,1,-0.243925121761763
475,1,-0.428993373551959
478,1,-0.274894165735537
479,1,-0.104168789266236
480,1,-0.213447827280645
486,1,-0.197073518536378
489,1,-0.405566031271577
512,1,-0.419068644539939
517,1,-0.308309453487007
520,1,-0.319375046791399
525,1,-0.228072713566831
526,1,-0.42139948314266
527,1,-0.389069353610413
530,1,-0.283953536927244
531,1,-0.22415948206069
534,1,-0.290252723447683
536,1,-0.308873014953215
537,1,-0.416758738818418
541,1,-0.349230929564875
544,1,-0.194375188302334
548,1,-0.293991879745386
549,1,-0.189342401615056
550,1,-0.310303560695288
552,1,-0.274132797643722
553,1,-0.189027990243249
563,1,-0.318131140985482
564,1,-0.0654932984779041
570,1,-0.215177825246249
572,1,-0.475555953289043
573,1,-0.266239412240787
